课程名称,课程属性,公选课领域,授课老师,课程内容与评价,考勤与平时作业,期末考核方式,课程成绩
C++程序设计,公共课（高数、线代、大物和思政课等）,非公选课,褚永海,老师是个坑，讲课一般，还不捞人，期中还专门用真题给学生上难度，最后总评就很受影响，平时分给的也挺低的，我就被坑到了，期中贼差，期末接近满分，才刚过90,有两三次签到，有一次期中考试，每周都会有作业，上机的时候做完，内容挺多，做不完也没什么大事,三道编程大题，两个小时做完,91
微观经济学,专业课程,非公选课,李旭超,老师讲得挺不错的，给分不错，经常玩梗，还经常提前五到十分钟下课，人很好,有小作业跟进，用平狄克教材，有一次大作业,统一考试，，，，，，,90
高等数学A1,公共课（高数、线代、大物和思政课等）,非公选课,湛少锋,湛少是神！讲的非常好！会捞人,有平日作业，基本无签到,以期末考试为主，平时分基本按照期末成绩给,93
离散数学,专业课程,非公选课,冯琦,温柔姐姐，给分巨好(?ˉ??ˉ??),有签到和课堂作业，比较简单,普通闭卷考试。。。。,94
素质体育1,体育课,非公选课,李世想,老师人很好，风趣幽默，给分也很好,教太极，很负责，时不时点名,太极，八百米和仰卧起坐，考勤,93
智能科学导引,通识选修课（公选课）,科学精神与生命关怀,刘华俊,讲各种计算机上的算法技术，挺水的，老师还算可以，之前给分超级好，但是现在不行了，一般般了，我的就不高,平时也不签到，没有作业，就讲课,一篇论文，老师给方向,87
高等数学B,公共课（高数、线代、大物和思政课等）,非公选课,李大美,老师很负责吧，不签到，比较随和，有点口音。,只有作业，没有签到的！,考试结课，会有复习课。,98
高数B1,公共课（高数、线代、大物和思政课等）,非公选课,李光汉,老师人很负责，讲得很细致，有自己的PPT，会把PPT和试卷习题发给同学,作业正常，有时候有点多,统一考试，，，，，，，,90
医学史,专业课程,非公选课,刘永明,主要讲授西方的医学史,没有平时作业，每次有考勤，但可以旷一次课,论文结课，查重率不高于30%，好像是两千字吧,94
数字图像处理,专业课程,非公选课,李彦胜,数字图像相关知识，老师感觉是很认真的人，不过也有点佛,无签到，有一次平时作业和编程实习，不算难,闭卷考试，复习以背诵为主,94
宇宙新概念,通识选修课（公选课）,科学精神与生命关怀,赵江南,主要讲宇宙相关的内容，一半时间讲，一半时间看纪录片，感兴趣的话很值得,无考勤和作业，事少，只需要到堂听课,开卷考试，比较容易，有老师编的教材,92
毛泽东思想和中国特色社会主义理论体系概论,公共课（高数、线代、大物和思政课等）,非公选课,陈慧女,讲毛邓江胡的思想，PPT为主,毛概课程组的大作业读书报告，还会有一次课堂作业做思维导图，还会每节课做小测试题，严格考勤，事比较多但是给分真的神,统一闭卷考，没什么好说的,93
大学交际英语3,公共课（高数、线代、大物和思政课等）,非公选课,张念,老师上课中规中矩 感觉没什么亮点（也可能是我没有见过其他老师上课） 平时分感觉打的还行 然后作业感觉可能有点多,没有签到 偶尔有提问 小组作业比较频繁 口语考试的时候把题目给我们可以提前准备（可是好像都是这样的）但是期中考试基本上不管你,10%期中 10%口语考试 然后乱七八遭的40% 40%的期末闭卷,87
环境与人类,通识选修课（公选课）,科学精神与生命关怀,有很多老师,主要讲授环境与人类吧，什么环境污染啊这些,无考勤，有一次作业，无字数要求，无小组展示，会点坐在前排的人提问,论文结课，好像是两千字，不要求查重吧，好像,91
思想道德与法治,公共课（高数、线代、大物和思政课等）,非公选课,张荣华,老师永远的神！上课会用丰富的案例，鼓励学生发言并自主思考。会在群里发红包！会帮助我们进行人生规划的探寻，自我心理的适配。很受用！会捞人，给分很好！,微视频大作业＋签到＋上课互动发言,平日＋微视频＋期末考试,90
高等数学A（上）,公共课（高数、线代、大物和思政课等）,非公选课,康肖松,神中神，包捞的，就是上课跳跃性很强,不签到，日常作业，两周交两次，但只改其中一次,平时成绩包捞的，放大心了,92
创新思维与方法,通识选修课（公选课）,科学精神与生命关怀,谢皓,讲述创新思维还有一些创新技巧，老师上课很有趣，互动很多，适合e人,每节课都有签到，会根据签到确定互动对象。上课有一些趣味小测试。每个人在课前都要做一个五分钟左右的创新神奇展示（最开始是个人，后面就变成了小组）,老师发一个创新设计表格，大概有5 6页的样子，里面有7个小问题。题不难，天马行空，融入自己的奇思妙想就可以。,92
大学交际英语3,英语课,非公选课,张念,老师上课中规中矩 感觉没什么亮点（也可能是我没有见过其他老师上课） 平时分感觉打的还行 然后作业感觉可能有点多,没有签到 偶尔有提问 小组作业比较频繁 口语考试的时候把题目给我们可以提前准备（可是好像都是这样的）但是期中考试基本上不管你,10%期中 10%口语考试 然后乱七八遭的40% 40%的期末闭卷,87
智慧城市,通识选修课（公选课）,科学精神与生命关怀,任福,通过老师自己总结的体系围绕智慧城市这一课题讲解，中间有其他老师参与授课，老师也会在课堂上放一些城市的宣传片和其他专家的视频，还是能学到一些东西的,没有签到，没有提问，也没有其他作业,老师发一些问题可以从中选择回答，结合自己专业和PPT老师上课讲的知识点就可以回答上，认真一点完成分数就挺理想的，文科生也没什么压力,96
世界经济史,通识选修课（公选课）,社会科学与现代社会,刁莉,老师很好，这门课也很有意思，把加分项完成基本上就会满绩,平时会有几次手写名字的签到,三千字论文，加分项可以是写一篇读书报告或者一次展示,93
高等数学B1,公共课（高数、线代、大物和思政课等）,非公选课,王孝礼,老师很好，给分主要看期末卷面分,有平时作业，一般不签到,会有全校统一考试结课,96
行为健康,通识选修课（公选课）,科学精神与生命关怀,王素青,讲一些关于健康的内容，如运动，饮食睡眠方面的健康。老师很好，是大水课。,不签到，但是老师会提问。老师偶尔兴起时会让人签到，但是老师很好，就算签到了或提问人没来也没有关系，不会扣分的。中间会有一次实践课去医学部公共卫生学院体验各种仪器，有一个作业是填自己的一个膳食表格，很简单，会提供软件分析，照填就行。,写一篇关于行为健康的论文（研究对象包括自己和家人），不超过1500字，老师说字太多了不想号,93
建筑制图A1,公共课（高数、线代、大物和思政课等）,非公选课,靳萍,"课程内容：本课程相对别的专业的制图来说比较容易 但依然是城设挂科率最高的课 课程内容比较少 但是个人感觉比较看老师能不能讲好
老师评价：尽管老师讲课主要是对着文件讲的 并且基本上不用教材 但是我感觉讲的很仔细 推荐 好好学还是很简单的",上课提前到教室准备 没有提问签到（也没有人敢逃这个课吧）平时布置作业 会收上来三次 其中一次是画大图 中间有空可能会讲一讲,70%闭卷期末 30%平时分,98
大英,公共课（高数、线代、大物和思政课等）,非公选课,章毓文,上课很水，老师很喜欢让我们看TED演讲 老师上课喜欢聊天，特别水，但是老师人很好，一定要多夸夸老师，她很喜欢我们发自内心的夸她，特别捞捞，上过的都说很不错,可能随机某几节课点到，平时作业一般是书上的，不做也没关系，清华设计的刷学时,学校统一考试，口语考试提前两周老师出题考，先考了第二周就可以不去了，我期中67，期末感觉一般，老师捞到了87，好厉害！！,87
高数,公共课（高数、线代、大物和思政课等）,非公选课,汪玉峰,老师讲得挺快的，而且有口音，需要自己课下多多巩固，作业量有点多，助教不是很平易近人,没有签到，有期中考试,学校统一测试，不由课程老师决定,76
微观经济学,专业课程,非公选课,苏小方,平迪克微观经济学大部分内容；小方姐人很好；平时基本靠自学,有一次签到，平时有展示,期中40%-50%（看期末难度）?期末,92
政治经济学,专业课程,非公选课,余江,政治经济学资本主义部分；讲的非常好，前几届听说给分不错，我们给分有点雷,平时无签到，有三次作业，提交就算考勤,作业?考勤?期末考试，期末考试占比55%,85
